"uniprot_id"	"prediction_disorder_mobidb_lite"	"prediction_disorder_alphafold"	"hgnc_symbol"	"start_position"	"end_position"	"gene_biotype"
"6648"	"Q86YB8"	NA	0.143	"ERO1B"	236214681	236282019	"protein_coding"
"6649"	"Q86YC2"	0.217	0.666	"PALB2"	23603160	23641321	"protein_coding"
"6650"	"Q86YC3"	NA	0.142	"NRROS"	196639694	196662004	"protein_coding"
"6651"	"Q86YD1"	0.127	0.272	"PTOV1"	49850735	49860744	"protein_coding"
"6652"	"Q86YF9"	0.228	0.578	"DZIP1"	95578202	95644706	"protein_coding"
"6653"	"Q86YG4"	NA	0.086	"NT5DC4"	112721020	112742879	"protein_coding"
"6654"	"Q86YH2"	0.153	0.541	"ZNF280B"	22484421	22508742	"protein_coding"
"6655"	"Q86YH6"	NA	0.11	"PDSS2"	107152562	107459564	"protein_coding"
"6656"	"Q86YI8"	0.257	0.8	"PHF13"	6613731	6624030	"protein_coding"
"6657"	"Q86YJ5"	0.335	0.526	"MARCHF9"	57755103	57760411	"protein_coding"
"6658"	"Q86YJ7"	0.176	0.243	"ANKRD13B"	29589769	29614761	"protein_coding"
"6659"	"Q86YL7"	0.432	0.938	"PDPN"	13583465	13617957	"protein_coding"
"6660"	"Q86YM7"	0.169	0.291	"HOMER1"	79372636	79514134	"protein_coding"
"6661"	"Q86YP4"	0.313	0.803	"GATAD2A"	19385826	19508932	"protein_coding"
"6662"	"Q86YR5"	0.213	0.391	"GPSM1"	136327476	136359605	"protein_coding"
"6663"	"Q86YR7"	0.214	0.247	"MCF2L2"	183178041	183428778	"protein_coding"
"6664"	"Q86YS3"	0.119	0.568	"RAB11FIP4"	31391675	31538211	"protein_coding"
"6665"	"Q86YS6"	NA	0.16	"RAB43"	129087569	129122801	"protein_coding"
"6666"	"Q86YS7"	0.097	0.244	"C2CD5"	22448583	22544546	"protein_coding"
"6667"	"Q86YT5"	NA	0.056	"SLC13A5"	6684719	6713377	"protein_coding"
"6668"	"Q86YT6"	NA	0.129	"MIB1"	21704957	21870953	"protein_coding"
"6669"	"Q86YT9"	0.066	0.406	"JAML"	118193725	118225092	"protein_coding"
"6670"	"Q86YV0"	0.343	0.395	"RASAL3"	15451624	15464544	"protein_coding"
"6671"	"Q86YV5"	0.404	0.712	"PRAG1"	8317736	8386439	"protein_coding"
"6672"	"Q86YV9"	NA	0.055	"HPS6"	102065349	102068036	"protein_coding"
"6673"	"Q86YW5"	0.193	0.678	"TREML1"	41149337	41154347	"protein_coding"
"6674"	"Q86YZ3"	0.95	NA	"HRNR"	152212076	152224193	"protein_coding"
"6675"	"Q86Z02"	0.109	0.693	"HIPK1"	113929324	113977869	"protein_coding"
"6676"	"Q86Z14"	NA	0.109	"KLB"	39406930	39451533	"protein_coding"
"6677"	"Q8IU54"	NA	0.225	"IFNL1"	39296407	39298673	"protein_coding"
"6678"	"Q8IU57"	0.35	0.596	"IFNLR1"	24154168	24187959	"protein_coding"
"6679"	"Q8IU60"	0.126	0.388	"DCP2"	112976702	113022195	"protein_coding"
"6680"	"Q8IU68"	0.105	0.213	"TMC8"	78130770	78142968	"protein_coding"
"6681"	"Q8IU81"	0.353	0.541	"IRF2BP1"	45883608	45886141	"protein_coding"
"6682"	"Q8IU85"	0.068	0.195	"CAMK1D"	12349547	12835545	"protein_coding"
"6683"	"Q8IU89"	0.057	0.065	"CERS3"	100400395	100544995	"protein_coding"
"6684"	"Q8IUC0"	NA	1	"KRTAP13-1"	30396031	30396822	"protein_coding"
"6685"	"Q8IUC4"	NA	0.16	"RHPN2"	32978592	33064888	"protein_coding"
"6686"	"Q8IUC6"	0.292	0.518	"TICAM1"	4815932	4831712	"protein_coding"
"6687"	"Q8IUD2"	0.087	0.531	"ERC1"	990509	1495933	"protein_coding"
"6688"	"Q8IUD6"	0.062	0.317	"RNF135"	30970984	30999911	"protein_coding"
"6689"	"Q8IUE6"	0.169	0.369	"H2AC21"	149887469	149887965	"protein_coding"
"6690"	"Q8IUF8"	NA	0.09	"RIOX2"	97941818	97972457	"protein_coding"
"6691"	"Q8IUG5"	0.274	0.44	"MYO18B"	25742144	26031045	"protein_coding"
"6692"	"Q8IUH3"	0.042	0.252	"RBM45"	178112424	178139011	"protein_coding"
"6693"	"Q8IUH4"	NA	0.077	"ZDHHC13"	19117099	19176422	"protein_coding"
"6694"	"Q8IUH5"	NA	0.087	"ZDHHC17"	76764103	76853696	"protein_coding"
"6695"	"Q8IUI8"	NA	0.14	"CRLF3"	30769388	30824692	"protein_coding"
"6696"	"Q8IUQ0"	0.062	0.223	"CLVS1"	61057158	61501645	"protein_coding"
"6697"	"Q8IUQ4"	0.078	0.117	"SIAH1"	48356364	48448402	"protein_coding"
"6698"	"Q8IUR0"	NA	0.128	"TRAPPC5"	7680833	7687703	"protein_coding"
"6699"	"Q8IUR7"	NA	0.019	"ARMC8"	138187248	138298384	"protein_coding"
"6700"	"Q8IUS5"	NA	0.041	"EPHX4"	92029985	92063538	"protein_coding"
"6701"	"Q8IUW3"	0.127	0.356	"SPATA2L"	89696357	89701705	"protein_coding"
"6702"	"Q8IUW5"	0.347	0.978	"RELL1"	37590800	37686376	"protein_coding"
"6703"	"Q8IUX1"	NA	0.239	"TMEM126B"	85628573	85636539	"protein_coding"
"6704"	"Q8IUX4"	NA	0.005	"APOBEC3F"	39040604	39055972	"protein_coding"
"6705"	"Q8IUX7"	0.33	0.459	"AEBP1"	44104345	44114562	"protein_coding"
"6706"	"Q8IUZ5"	NA	0.038	"PHYKPL"	178208471	178232802	"protein_coding"
"6707"	"Q8IV04"	0.271	0.204	"TBC1D10C"	67403915	67410089	"protein_coding"
"6708"	"Q8IV08"	NA	0.143	"PLD3"	40348456	40389472	"protein_coding"
"6709"	"Q8IV13"	0.053	0.333	"CCNJL"	160249083	160345396	"protein_coding"
"6710"	"Q8IV20"	NA	0.053	"LACC1"	43879284	43893932	"protein_coding"
"6711"	"Q8IV33"	NA	0.123	"KIAA0825"	94150851	94618604	"protein_coding"
"6712"	"Q8IV35"	0.032	0.326	"WDR49"	167478684	167653983	"protein_coding"
"6713"	"Q8IV36"	0.166	0.102	"HID1"	74950742	74973166	"protein_coding"
"6714"	"Q8IV38"	0.154	0.152	"ANKMY2"	16599779	16645817	"protein_coding"
"6715"	"Q8IV42"	NA	0.221	"PSTK"	122954381	122997513	"protein_coding"
"6716"	"Q8IV48"	0.138	0.172	"ERI1"	9002147	9116746	"protein_coding"
"6717"	"Q8IV50"	0.498	0.712	"LYSMD2"	51723011	51751585	"protein_coding"
"6718"	"Q8IV53"	0.325	0.481	"DENND1C"	6467207	6482557	"protein_coding"
"6719"	"Q8IV56"	1	1	"PRR15"	29563835	29567293	"protein_coding"
"6720"	"Q8IV63"	0.236	0.234	"VRK3"	49976468	50025946	"protein_coding"
"6721"	"Q8IV76"	0.229	0.766	"PASD1"	151563675	151676739	"protein_coding"
"6722"	"Q8IV77"	0.066	0.165	"CNGA4"	6234765	6244479	"protein_coding"
"6723"	"Q8IVB4"	0.045	0.226	"SLC9A9"	143265222	143848485	"protein_coding"
"6724"	"Q8IVB5"	0.19	0.187	"LIX1L"	145933423	145958017	"protein_coding"
"6725"	"Q8IVC4"	0.112	0.385	"ZNF584"	58401504	58431736	"protein_coding"
"6726"	"Q8IVD9"	0.152	0.277	"NUDCD3"	44379119	44490658	"protein_coding"
"6727"	"Q8IVE3"	0.208	0.435	"PLEKHH2"	43637260	43767987	"protein_coding"
"6728"	"Q8IVF2"	0.184	NA	"AHNAK2"	104937244	104978374	"protein_coding"
"6729"	"Q8IVF4"	0.004	NA	"DNAH10"	123762188	123935720	"protein_coding"
"6730"	"Q8IVF5"	0.159	0.518	"TIAM2"	154832697	155257723	"protein_coding"
"6731"	"Q8IVF7"	0.048	0.306	"FMNL3"	49636499	49708165	"protein_coding"
"6732"	"Q8IVG5"	0.03	0.058	"SAMD9L"	93130056	93148385	"protein_coding"
"6733"	"Q8IVH2"	0.322	0.701	"FOXP4"	41546381	41602384	"protein_coding"
"6734"	"Q8IVH4"	NA	0.17	"MMAA"	145599042	145660033	"protein_coding"
"6735"	"Q8IVH8"	0.142	0.274	"MAP4K3"	39249266	39437301	"protein_coding"
"6736"	"Q8IVI9"	NA	0.099	"NOSTRIN"	168786539	168865514	"protein_coding"
"6737"	"Q8IVJ1"	0.144	0.181	"SLC41A1"	205789094	205813748	"protein_coding"
"6738"	"Q8IVL0"	0.481	0.74	"NAV3"	77324641	78213010	"protein_coding"
"6739"	"Q8IVL1"	0.516	0.736	"NAV2"	19350724	20121601	"protein_coding"
"6740"	"Q8IVL6"	0.096	0.167	"P3H3"	6828407	6839847	"protein_coding"
"6741"	"Q8IVM0"	0.301	0.686	"CCDC50"	191329085	191398659	"protein_coding"
"6742"	"Q8IVM8"	0.045	0.04	"SLC22A9"	63369785	63410294	"protein_coding"
"6743"	"Q8IVP5"	NA	0.535	"FUNDC1"	44523639	44542859	"protein_coding"
"6744"	"Q8IVS2"	NA	0.103	"MCAT"	43132209	43143398	"protein_coding"
"6745"	"Q8IVS8"	NA	0.046	"GLYCTK"	52287089	52295257	"protein_coding"
"6746"	"Q8IVT2"	0.358	0.966	"MISP"	751112	764318	"protein_coding"
"6747"	"Q8IVT5"	0.234	0.504	"KSR1"	27456448	27626438	"protein_coding"
"6748"	"Q8IVU1"	0.092	0.299	"IGDCC3"	65327127	65378002	"protein_coding"
"6749"	"Q8IVU3"	NA	0.017	"HERC6"	88378739	88443097	"protein_coding"
"6750"	"Q8IVV2"	NA	0.011	"LOXHD1"	46476972	46657220	"protein_coding"
"6751"	"Q8IVV7"	0.253	0.413	"GID4"	18039408	18068405	"protein_coding"
"6752"	"Q8IVW4"	0.084	0.48	"CDKL3"	134286350	134371047	"protein_coding"
"6753"	"Q8IVW6"	0.387	0.772	"ARID3B"	74541206	74598131	"protein_coding"
"6754"	"Q8IW19"	0.386	0.722	"APLF"	68467572	68655862	"protein_coding"
"6755"	"Q8IW35"	0.091	0.579	"CEP97"	101724534	101770562	"protein_coding"
"6756"	"Q8IW41"	NA	0.066	"MAPKAPK5"	111842013	111902222	"protein_coding"
"6757"	"Q8IW45"	NA	0.118	"NAXD"	110615545	110639996	"protein_coding"
"6758"	"Q8IW50"	0.708	1	"FAM219A"	34398184	34458570	"protein_coding"
"6759"	"Q8IW52"	NA	0.394	"SLITRK4"	143622790	143636101	"protein_coding"
"6760"	"Q8IW70"	0.108	0.495	"TMEM151B"	44270450	44307506	"protein_coding"
"6761"	"Q8IW75"	NA	0.077	"SERPINA12"	94487274	94517844	"protein_coding"
"6762"	"Q8IW93"	0.243	0.377	"ARHGEF19"	16197854	16212652	"protein_coding"
"6763"	"Q8IWA0"	0.053	0.157	"WDR75"	189441446	189475552	"protein_coding"
"6764"	"Q8IWA4"	NA	0.105	"MFN1"	179347709	179394936	"protein_coding"
"6765"	"Q8IWA5"	NA	0.034	"SLC44A2"	10602457	10644557	"protein_coding"
"6766"	"Q8IWB1"	0.038	0.307	"ITPRIP"	104309698	104338465	"protein_coding"
"6767"	"Q8IWB6"	0.18	0.655	"TEX14"	58556678	58692055	"protein_coding"
"6768"	"Q8IWB7"	NA	0.034	"WDFY1"	223855716	223945357	"protein_coding"
"6769"	"Q8IWB9"	0.325	0.646	"TEX2"	64147227	64263260	"protein_coding"
"6770"	"Q8IWC1"	0.49	0.862	"MAP7D3"	136213220	136256482	"protein_coding"
"6771"	"Q8IWD4"	0.52	1	"CCDC117"	28772674	28789301	"protein_coding"
"6772"	"Q8IWE2"	0.27	0.49	"FAM114A1"	38867677	38945739	"protein_coding"
"6773"	"Q8IWE4"	0.352	0.332	"DCUN1D3"	20854925	20900358	"protein_coding"
"6774"	"Q8IWE5"	0.304	0.419	"PLEKHM2"	15684320	15734769	"protein_coding"
"6775"	"Q8IWF2"	0.053	0.114	"FOXRED2"	36487190	36507221	"protein_coding"
"6776"	"Q8IWF6"	0.079	0.084	"DENND6A"	57625454	57693077	"protein_coding"
"6777"	"Q8IWF9"	0.051	0.55	"CCDC83"	85855101	85920021	"protein_coding"
"6778"	"Q8IWI9"	0.185	NA	"MGA"	41621134	41773081	"protein_coding"
"6779"	"Q8IWJ2"	0.03	0.41	"GCC2"	108449107	108509415	"protein_coding"
"6780"	"Q8IWK6"	0.081	0.303	"ADGRA3"	22345071	22516066	"protein_coding"
"6781"	"Q8IWL3"	NA	0.183	"HSCB"	28742039	28757515	"protein_coding"
"6782"	"Q8IWN7"	0.728	0.872	"RP1L1"	10606349	10712187	"protein_coding"
"6783"	"Q8IWQ3"	0.283	0.365	"BRSK2"	1389899	1462689	"protein_coding"
"6784"	"Q8IWR0"	NA	0.279	"ZC3H7A"	11750586	11797258	"protein_coding"
"6785"	"Q8IWR1"	NA	0.27	"TRIM59"	160432445	160485773	"protein_coding"
"6786"	"Q8IWS0"	0.299	0.288	"PHF6"	134373288	134428791	"protein_coding"
"6787"	"Q8IWT0"	NA	0.078	"ZBTB8OS"	32600172	32650903	"protein_coding"
"6788"	"Q8IWT3"	0.087	0.178	"CUL9"	43182184	43224587	"protein_coding"
"6789"	"Q8IWT6"	NA	0.112	"LRRC8A"	128882133	128918039	"protein_coding"
"6790"	"Q8IWU2"	0.297	0.8	"LMTK2"	98106862	98209638	"protein_coding"
"6791"	"Q8IWU5"	0.033	0.343	"SULF2"	47656197	47786616	"protein_coding"
"6792"	"Q8IWU6"	0.069	0.338	"SULF1"	69466624	69660915	"protein_coding"
"6793"	"Q8IWV1"	0.299	1	"LAX1"	203765177	203776372	"protein_coding"
"6794"	"Q8IWV2"	0.047	0.055	"CNTN4"	2098813	3057959	"protein_coding"
"6795"	"Q8IWV7"	0.015	0.067	"UBR1"	42942897	43106113	"protein_coding"
"6796"	"Q8IWV8"	0.033	0.06	"UBR2"	42564029	42693505	"protein_coding"
"6797"	"Q8IWW6"	0.275	0.478	"ARHGAP12"	31805398	31928876	"protein_coding"
"6798"	"Q8IWW8"	NA	0.09	"ADHFE1"	66432492	66468907	"protein_coding"
"6799"	"Q8IWX8"	0.443	0.582	"CHERP"	16517894	16542437	"protein_coding"
"6800"	"Q8IWY4"	NA	0.069	"SCUBE1"	43197280	43343372	"protein_coding"
"6801"	"Q8IWY8"	0.259	0.494	"ZSCAN29"	43358172	43371043	"protein_coding"
"6802"	"Q8IWY9"	0.189	0.262	"CDAN1"	42723544	42737128	"protein_coding"
"6803"	"Q8IWZ3"	0.205	0.604	"ANKHD1"	140401814	140539856	"protein_coding"
"6804"	"Q8IWZ6"	NA	0.034	"BBS7"	121824329	121870487	"protein_coding"
"6805"	"Q8IWZ8"	0.285	0.501	"SUGP1"	19276018	19320509	"protein_coding"
"6806"	"Q8IX01"	0.236	0.679	"SUGP2"	18990888	19034023	"protein_coding"
"6807"	"Q8IX03"	0.177	0.438	"WWC1"	168291645	168472303	"protein_coding"
"6808"	"Q8IX04"	NA	0.057	"UEVLD"	18529609	18588747	"protein_coding"
"6809"	"Q8IX07"	0.465	0.727	"ZFPM1"	88453280	88537031	"protein_coding"
"6810"	"Q8IX12"	0.255	0.467	"CCAR1"	68721012	68792377	"protein_coding"
"6811"	"Q8IX15"	0.349	0.665	"HOMEZ"	23272422	23299796	"protein_coding"
"6812"	"Q8IX18"	0.091	0.136	"DHX40"	59565558	59608345	"protein_coding"
"6813"	"Q8IX19"	0.123	0.754	"MCEMP1"	7677088	7679829	"protein_coding"
"6814"	"Q8IX21"	0.468	0.597	"SLF2"	100912963	100965134	"protein_coding"
"6815"	"Q8IX29"	0.315	0.541	"FBXO16"	28348287	28490278	"protein_coding"
"6816"	"Q8IX90"	0.061	0.818	"SKA3"	21153595	21176552	"protein_coding"
"6817"	"Q8IXB1"	NA	0.038	"DNAJC10"	182716255	182794464	"protein_coding"
"6818"	"Q8IXH7"	0.047	0.066	"NELFCD"	58981208	58995133	"protein_coding"
"6819"	"Q8IXI1"	NA	0.047	"RHOT2"	668100	674174	"protein_coding"
"6820"	"Q8IXI2"	NA	0.023	"RHOT1"	32142454	32253374	"protein_coding"
"6821"	"Q8IXJ6"	0.188	0.213	"SIRT2"	288227	309534	"protein_coding"
"6822"	"Q8IXJ9"	0.454	0.868	"ASXL1"	32358330	32439319	"protein_coding"
"6823"	"Q8IXK0"	0.399	0.887	"PHC2"	33323623	33431095	"protein_coding"
"6824"	"Q8IXL7"	0.125	0.292	"MSRB3"	65278643	65491430	"protein_coding"
"6825"	"Q8IXM2"	0.5	0.75	"C17orf49"	7014495	7017525	"protein_coding"
"6826"	"Q8IXM3"	NA	0.847	"MRPL41"	137551879	137552555	"protein_coding"
"6827"	"Q8IXQ3"	0.485	1	"C9orf40"	74946583	74952912	"protein_coding"
"6828"	"Q8IXQ4"	0.894	0.994	"GPALPP1"	44989529	45037669	"protein_coding"
"6829"	"Q8IXQ5"	NA	0.039	"KLHL7"	23105758	23177914	"protein_coding"
"6830"	"Q8IXQ6"	NA	0.137	"PARP9"	122527924	122564577	"protein_coding"
"6831"	"Q8IXR5"	0.065	0.437	"FAM178B"	96875882	96986580	"protein_coding"
"6832"	"Q8IXR9"	0.132	0.283	"C12orf56"	64264762	64390758	"protein_coding"
"6833"	"Q8IXS0"	NA	0.906	"FAM217A"	4049434	4087344	"protein_coding"
"6834"	"Q8IXS6"	0.182	0.488	"PALM2AKAP2"	109498325	110172512	"protein_coding"
"6835"	"Q8IXT1"	0.02	0.81	"DDIAS"	82899975	82958277	"protein_coding"
"6836"	"Q8IXT5"	0.357	0.577	"RBM12B"	93728155	93741017	"protein_coding"
"6837"	"Q8IXU6"	NA	0.166	"SLC35F2"	107790991	107928293	"protein_coding"
"6838"	"Q8IXW5"	0.222	0.531	"RPAP2"	92299059	92402056	"protein_coding"
"6839"	"Q8IXX5"	0.128	0.372	"TMEM183A"	203007374	203024848	"protein_coding"
"6840"	"Q8IXY8"	NA	0.064	"PPIL6"	109390215	109441171	"protein_coding"
"6841"	"Q8IXZ2"	0.53	0.86	"ZC3H3"	143437659	143541447	"protein_coding"
"6842"	"Q8IY17"	0.145	0.295	"PNPLA6"	7534004	7561764	"protein_coding"
"6843"	"Q8IY18"	0.039	0.086	"SMC5"	70258978	70354873	"protein_coding"
"6844"	"Q8IY21"	NA	0.036	"DDX60"	168216291	168318883	"protein_coding"
"6845"	"Q8IY22"	0.039	0.175	"CMIP"	81444808	81711762	"protein_coding"
"6846"	"Q8IY26"	0.234	0.376	"PLPP6"	4662294	4665258	"protein_coding"
"6847"	"Q8IY31"	NA	0.227	"IFT20"	28328325	28335489	"protein_coding"
"6848"	"Q8IY33"	0.6	0.619	"MICALL2"	1428465	1459470	"protein_coding"
"6849"	"Q8IY37"	0.225	0.285	"DHX37"	124946825	124989131	"protein_coding"
"6850"	"Q8IY42"	0.42	1	"C4orf19"	37453925	37623495	"protein_coding"
"6851"	"Q8IY45"	NA	0.043	"AMN1"	31671142	31729121	"protein_coding"
"6852"	"Q8IY47"	NA	0.072	"KBTBD2"	32868172	32894131	"protein_coding"
"6853"	"Q8IY57"	0.817	0.8	"YAF2"	42157104	42238349	"protein_coding"
"6854"	"Q8IY63"	0.298	0.746	"AMOTL1"	94706431	94876748	"protein_coding"
"6855"	"Q8IY81"	0.266	0.527	"FTSJ3"	63819433	63830012	"protein_coding"
"6856"	"Q8IY82"	0.029	0.174	"DRC7"	57694793	57731805	"protein_coding"
"6857"	"Q8IY85"	0.067	0.392	"EFCAB13"	47323290	47441312	"protein_coding"
"6858"	"Q8IY92"	0.572	0.816	"SLX4"	3581181	3611606	"protein_coding"
"6859"	"Q8IY95"	NA	0.365	"TMEM192"	165070608	165208549	"protein_coding"
"6860"	"Q8IYA6"	0.256	0.787	"CKAP2L"	112736349	112764664	"protein_coding"
"6861"	"Q8IYA7"	0.352	0.761	"MKX"	27672874	27746060	"protein_coding"
"6862"	"Q8IYB1"	0.045	0.11	"MB21D2"	192796815	192917856	"protein_coding"
"6863"	"Q8IYB3"	0.847	0.873	"SRRM1"	24631716	24673281	"protein_coding"
"6864"	"Q8IYB5"	0.3	0.722	"SMAP1"	70667776	70862011	"protein_coding"
"6865"	"Q8IYB7"	0.08	0.198	"DIS3L2"	231961245	232344350	"protein_coding"
"6866"	"Q8IYB8"	0.101	0.183	"SUPV3L1"	69180234	69209099	"protein_coding"
"6867"	"Q8IYB9"	NA	0.157	"ZNF595"	53286	88208	"protein_coding"
"6868"	"Q8IYD1"	0.242	0.311	"GSPT2"	51743442	51746232	"protein_coding"
"6869"	"Q8IYD8"	0.124	0.604	"FANCM"	45135930	45200890	"protein_coding"
"6870"	"Q8IYE0"	0.023	0.535	"CCDC146"	77122434	77329533	"protein_coding"
"6871"	"Q8IYF3"	NA	0.037	"TEX11"	70528940	70908711	"protein_coding"
"6872"	"Q8IYI0"	NA	0.58	"SHLD1"	5750393	5864395	"protein_coding"
"6873"	"Q8IYI6"	0.092	0.192	"EXOC8"	231332753	231337852	"protein_coding"
"6874"	"Q8IYJ1"	0.042	0.045	"CPNE9"	9703826	9729908	"protein_coding"
"6875"	"Q8IYJ3"	0.34	0.336	"SYTL1"	27342020	27353937	"protein_coding"
"6876"	"Q8IYK4"	0.037	0.077	"COLGALT2"	183929854	184037729	"protein_coding"
"6877"	"Q8IYK8"	0.391	0.494	"REM2"	22883222	22887678	"protein_coding"
"6878"	"Q8IYL2"	0.092	0.214	"TRMT44"	8436140	8493531	"protein_coding"
"6879"	"Q8IYL3"	0.556	1	"C1orf174"	3889125	3900293	"protein_coding"
"6880"	"Q8IYM2"	NA	0.099	"SLFN12"	35409465	35433475	"protein_coding"
"6881"	"Q8IYM9"	NA	0.088	"TRIM22"	5689610	5737089	"protein_coding"
"6882"	"Q8IYN0"	NA	0.321	"ZNF100"	83956	128739	"protein_coding"
"6883"	"Q8IYN2"	0.641	1	"TCEAL8"	103252995	103255192	"protein_coding"
"6884"	"Q8IYN6"	0.226	0.732	"UBALD2"	76265348	76271298	"protein_coding"
"6885"	"Q8IYQ7"	NA	0.065	"THNSL1"	25016612	25026664	"protein_coding"
"6886"	"Q8IYR2"	NA	0.098	"SMYD4"	1779485	1830634	"protein_coding"
"6887"	"Q8IYS0"	0.145	0.502	"GRAMD1C"	113828182	113947174	"protein_coding"
"6888"	"Q8IYS1"	NA	0.05	"PM20D2"	89146055	89165565	"protein_coding"
"6889"	"Q8IYS2"	NA	0.186	"KIAA2013"	11919591	11926428	"protein_coding"
"6890"	"Q8IYS5"	0.22	0.33	"OSCAR"	69048	77107	"protein_coding"
"6891"	"Q8IYT2"	NA	0.035	"CMTR2"	71281389	71289715	"protein_coding"
"6892"	"Q8IYT3"	NA	0.368	"CCDC170"	151494017	151621193	"protein_coding"
"6893"	"Q8IYT4"	0.1	0.294	"KATNAL2"	46917492	47103478	"protein_coding"
"6894"	"Q8IYT8"	0.199	0.516	"ULK2"	19770829	19867936	"protein_coding"
"6895"	"Q8IYU2"	0.04	0.107	"HACE1"	104728094	104859919	"protein_coding"
"6896"	"Q8IYU8"	NA	0.212	"MICU2"	21492691	21604181	"protein_coding"
"6897"	"Q8IYV9"	NA	0.317	"IZUMO1"	48740852	48746909	"protein_coding"
"6898"	"Q8IYW2"	0.06	NA	"CFAP46"	132808392	132942823	"protein_coding"
"6899"	"Q8IYW5"	0.457	0.72	"RNF168"	196468783	196503768	"protein_coding"
"6900"	"Q8IYX1"	NA	0	"TBC1D21"	73873564	73889214	"protein_coding"
"6901"	"Q8IYX7"	0.061	0.916	"SAXO1"	18858906	19049358	"protein_coding"
"6902"	"Q8IYX8"	0.054	0.53	"CEP57L1"	109095110	109174418	"protein_coding"
"6903"	"Q8IZ07"	NA	0.195	"ANKRD13A"	109999186	110039763	"protein_coding"
"6904"	"Q8IZ21"	0.561	0.883	"PHACTR4"	28369582	28500364	"protein_coding"
"6905"	"Q8IZ26"	0.046	0.314	"ZNF34"	144772224	144787348	"protein_coding"
"6906"	"Q8IZ40"	0.497	0.635	"RCOR2"	63911230	63917164	"protein_coding"
"6907"	"Q8IZ41"	0.115	0.418	"RASEF"	82979590	83063177	"protein_coding"
"6908"	"Q8IZ69"	0.144	0.144	"TRMT2A"	20111875	20117392	"protein_coding"
"6909"	"Q8IZ73"	0.136	0.261	"RPUSD2"	40569299	40574949	"protein_coding"
"6910"	"Q8IZ81"	NA	0.038	"ELMOD2"	140524168	140553770	"protein_coding"
"6911"	"Q8IZ83"	NA	0.027	"ALDH16A1"	49453225	49471050	"protein_coding"
"6912"	"Q8IZA0"	0.027	0.325	"KIAA0319L"	35393883	35557950	"protein_coding"
"6913"	"Q8IZC4"	0.135	0.445	"RTKN2"	62183035	62268844	"protein_coding"
"6914"	"Q8IZC6"	0.674	0.776	"COL27A1"	114155537	114312511	"protein_coding"
"6915"	"Q8IZC7"	0.085	0.323	"ZNF101"	19668796	19683509	"protein_coding"
"6916"	"Q8IZD0"	0.703	0.803	"SAMD14"	50110040	50130160	"protein_coding"
"6917"	"Q8IZD2"	0.497	0.855	"KMT2E"	104940943	105115019	"protein_coding"
"6918"	"Q8IZD4"	0.19	0.749	"DCP1B"	288197	346679	"protein_coding"
"6919"	"Q8IZD9"	0.108	0.205	"DOCK3"	50674927	51384198	"protein_coding"
"6920"	"Q8IZE3"	0.156	0.457	"SCYL3"	169849631	169894267	"protein_coding"
"6921"	"Q8IZH2"	0.052	0.297	"XRN1"	142306607	142448062	"protein_coding"
"6922"	"Q8IZJ4"	0.209	0.368	"RGL4"	23688136	23699176	"protein_coding"
"6923"	"Q8IZK6"	NA	0.101	"MCOLN2"	84925583	84997113	"protein_coding"
"6924"	"Q8IZL2"	0.417	0.984	"MAML2"	95976598	96343195	"protein_coding"
"6925"	"Q8IZL8"	0.458	0.544	"PELP1"	4669774	4704337	"protein_coding"
"6926"	"Q8IZL9"	NA	0.084	"CDK20"	87966441	87974753	"protein_coding"
"6927"	"Q8IZM8"	0.105	0.654	"ZNF654"	88059255	88144660	"protein_coding"
"6928"	"Q8IZN3"	NA	0.383	"ZDHHC14"	157381133	157678157	"protein_coding"
"6929"	"Q8IZP0"	0.465	0.661	"ABI1"	26746593	26861087	"protein_coding"
"6930"	"Q8IZP7"	0.285	0.342	"HS6ST3"	96090107	96839562	"protein_coding"
"6931"	"Q8IZQ1"	0.044	NA	"WDFY3"	84668765	84966690	"protein_coding"
"6932"	"Q8IZQ5"	NA	NA	"SELENOH"	57741491	57743554	"protein_coding"
"6933"	"Q8IZQ8"	0.251	0.845	"MYOCD"	12665890	12768949	"protein_coding"
"6934"	"Q8IZS8"	NA	0.083	"CACNA2D3"	54122552	55074557	"protein_coding"
"6935"	"Q8IZT6"	0.024	NA	"ASPM"	197084121	197146694	"protein_coding"
"6936"	"Q8IZT9"	0.512	0.886	"FAM9C"	13035617	13044682	"protein_coding"
"6937"	"Q8IZU2"	0.019	0.042	"WDR17"	176065841	176182818	"protein_coding"
"6938"	"Q8IZU3"	0.169	0.61	"SYCP3"	101728648	101739472	"protein_coding"
"6939"	"Q8IZV2"	NA	0.185	"CMTM8"	32238679	32370321	"protein_coding"
"6940"	"Q8IZV5"	NA	0.085	"RDH10"	73294602	73325281	"protein_coding"
"6941"	"Q8IZX4"	0.138	0.53	"TAF1L"	32629454	32635669	"protein_coding"
"6942"	"Q8N0S2"	0.33	0.544	"SYCE1"	133553901	133569835	"protein_coding"
"6943"	"Q8N0S6"	NA	0.122	"CENPL"	173799550	173824883	"protein_coding"
"6944"	"Q8N0T1"	NA	0.94	"RBIS"	85214048	85220421	"protein_coding"
"6945"	"Q8N0U4"	0.056	0.161	"FAM185A"	102748971	102809225	"protein_coding"
"6946"	"Q8N0U7"	0.273	0.509	"C1orf87"	59987269	60073770	"protein_coding"
